Date/Time,Lat,Lon,Base
07/01/14 0:03,40.7586,-73.9706,B02512
07/01/14 0:05,40.7605,-73.9994,B02512
07/01/14 0:06,40.732,-73.9999,B02512
07/01/14 0:09,40.7635,-73.9793,B02512
07/01/14 0:20,40.7204,-74.0047,B02512
07/01/14 0:35,40.7487,-73.9869,B02512
07/01/14 0:57,40.7444,-73.9961,B02512
07/01/14 0:58,40.7132,-73.9492,B02512
07/01/14 1:04,40.759,-73.973,B02512
07/01/14 1:08,40.7601,-73.9823,B02512
07/01/14 1:12,40.6951,-74.1784,B02512
07/01/14 1:23,40.7203,-73.9992,B02512
07/01/14 1:45,40.7575,-73.9721,B02512
07/01/14 2:07,40.7471,-73.9872,B02512
07/01/14 2:48,40.7808,-73.9565,B02512
07/01/14 3:11,40.7624,-73.9786,B02512
07/01/14 3:14,40.815,-73.9095,B02512
07/01/14 3:20,40.7498,-73.9813,B02512
07/01/14 3:28,40.7623,-73.9797,B02512
07/01/14 3:38,40.7274,-73.9904,B02512
07/01/14 3:41,40.9131,-73.8969,B02512
07/01/14 3:53,40.8048,-73.957,B02512
07/01/14 4:01,40.7861,-74.0088,B02512
07/01/14 4:09,40.7203,-73.9928,B02512
07/01/14 4:21,40.7679,-73.9918,B02512
07/01/14 4:47,40.6879,-74.1816,B02512
07/01/14 4:52,40.7608,-73.9988,B02512
07/01/14 5:03,40.6879,-74.1815,B02512
07/01/14 5:07,40.7134,-73.9928,B02512
07/01/14 5:12,40.7758,-73.9837,B02512
07/01/14 5:13,40.645,-73.7819,B02512
07/01/14 5:22,40.7489,-73.9874,B02512
07/01/14 5:26,40.7484,-73.9785,B02512
07/01/14 5:36,40.7676,-73.9825,B02512
07/01/14 5:39,40.7791,-73.9826,B02512
07/01/14 5:41,40.7867,-73.9795,B02512
07/01/14 5:49,40.7356,-74.003,B02512
07/01/14 5:58,40.6459,-73.7767,B02512
07/01/14 6:07,40.7664,-73.9782,B02512
07/01/14 6:08,40.6451,-73.7826,B02512
07/01/14 6:08,40.7758,-73.9899,B02512
07/01/14 6:10,40.7742,-73.9632,B02512
07/01/14 6:11,40.7731,-73.9665,B02512
07/01/14 6:18,40.7745,-73.9796,B02512
07/01/14 6:20,40.7402,-73.9882,B02512
07/01/14 6:22,40.7443,-73.9918,B02512
07/01/14 6:25,40.7607,-73.999,B02512
07/01/14 6:25,40.7186,-73.9822,B02512
07/01/14 6:28,40.7239,-74.0095,B02512
07/01/14 6:30,40.8517,-74.0139,B02512
07/01/14 6:30,40.7342,-74.0096,B02512
07/01/14 6:33,40.7567,-73.9926,B02512
07/01/14 6:33,40.7141,-74.0095,B02512
07/01/14 6:39,40.7228,-73.9829,B02512
07/01/14 6:39,40.6939,-73.9828,B02512
07/01/14 6:40,40.7415,-73.9023,B02512
07/01/14 6:42,40.7665,-73.9912,B02512
07/01/14 6:45,40.7933,-73.9745,B02512
07/01/14 6:50,40.7049,-74.0068,B02512
07/01/14 6:51,40.6203,-73.9613,B02512
07/01/14 6:51,40.7438,-74.0063,B02512
07/01/14 6:53,40.7386,-73.9773,B02512
07/01/14 6:54,40.7708,-73.8658,B02512
07/01/14 6:54,40.724,-74.0108,B02512
07/01/14 6:54,40.7328,-73.975,B02512
07/01/14 6:56,40.7227,-74.0035,B02512
07/01/14 6:56,40.7309,-74.0057,B02512
07/01/14 6:57,40.6892,-74.179,B02512
07/01/14 6:58,40.7769,-73.952,B02512
07/01/14 6:58,40.7562,-73.9913,B02512
07/01/14 6:59,40.7466,-73.9957,B02512
07/01/14 7:05,40.7531,-74.0039,B02512
07/01/14 7:06,40.766,-73.9593,B02512
07/01/14 7:07,40.6864,-73.9876,B02512
07/01/14 7:07,40.7287,-73.9946,B02512
07/01/14 7:09,40.7222,-74.0028,B02512
07/01/14 7:09,40.7484,-73.9768,B02512
07/01/14 7:09,40.7484,-73.9768,B02512
07/01/14 7:10,40.7591,-73.9959,B02512
07/01/14 7:12,40.7395,-73.9952,B02512
07/01/14 7:13,40.7434,-73.9742,B02512
07/01/14 7:13,40.743,-73.9794,B02512
07/01/14 7:13,40.7259,-74.0083,B02512
07/01/14 7:17,40.7266,-73.9833,B02512
07/01/14 7:18,40.7502,-73.9738,B02512
07/01/14 7:19,40.6471,-73.7887,B02512
07/01/14 7:20,40.7531,-73.9749,B02512
07/01/14 7:24,40.7715,-73.9486,B02512
07/01/14 7:24,40.7204,-73.9945,B02512
07/01/14 7:26,40.7777,-73.9885,B02512
07/01/14 7:27,40.7024,-74.0127,B02512
07/01/14 7:27,40.717,-74.0119,B02512
07/01/14 7:28,40.7897,-73.9793,B02512
07/01/14 7:30,40.7369,-73.9888,B02512
07/01/14 7:33,40.7844,-73.9553,B02512
07/01/14 7:33,40.6814,-74.0082,B02512
07/01/14 7:33,40.8527,-74.012,B02512
07/01/14 7:34,40.7438,-73.9888,B02512
07/01/14 7:34,40.7181,-73.9894,B02512
07/01/14 7:34,40.7673,-73.9862,B02512
07/01/14 7:38,40.7853,-73.9538,B02512
07/01/14 7:38,40.7691,-73.96,B02512
07/01/14 7:38,40.7367,-73.9789,B02512
07/01/14 7:39,40.755,-73.9765,B02512
07/01/14 7:39,40.7782,-73.959,B02512
07/01/14 7:40,40.7232,-74.0025,B02512
07/01/14 7:41,40.7347,-74.0005,B02512
07/01/14 7:41,40.7588,-73.9861,B02512
07/01/14 7:42,40.7225,-74.0053,B02512
07/01/14 7:42,40.759,-73.9858,B02512
07/01/14 7:42,40.7285,-73.9855,B02512
07/01/14 7:44,40.7462,-73.9835,B02512
07/01/14 7:44,40.7434,-73.9935,B02512
07/01/14 7:45,40.7779,-73.9786,B02512
07/01/14 7:45,40.7378,-74.0082,B02512
07/01/14 7:49,40.7677,-73.9915,B02512
07/01/14 7:49,40.7299,-73.9884,B02512
07/01/14 7:50,40.7715,-73.9472,B02512
07/01/14 7:50,40.7436,-74.006,B02512
07/01/14 7:52,40.7673,-73.9536,B02512
07/01/14 7:55,40.7976,-73.9708,B02512
07/01/14 8:00,40.7445,-73.9948,B02512
07/01/14 8:01,40.7844,-73.9486,B02512
07/01/14 8:02,40.7836,-73.9709,B02512
07/01/14 8:03,40.7469,-73.9926,B02512
07/01/14 8:03,40.7254,-74.0054,B02512
07/01/14 8:04,40.7597,-73.9803,B02512
07/01/14 8:05,40.724,-73.9878,B02512
07/01/14 8:05,40.724,-73.9878,B02512
07/01/14 8:08,40.7243,-73.9854,B02512
07/01/14 8:09,40.715,-74.0158,B02512
07/01/14 8:10,40.7825,-73.9729,B02512
07/01/14 8:10,40.7404,-73.9794,B02512
07/01/14 8:11,40.7874,-73.9704,B02512
07/01/14 8:12,40.6603,-73.9603,B02512
07/01/14 8:13,40.7237,-73.9854,B02512
07/01/14 8:16,40.7439,-74.0063,B02512
07/01/14 8:17,40.7334,-74.0047,B02512
07/01/14 8:17,40.7474,-73.9767,B02512
07/01/14 8:17,40.7652,-73.9615,B02512
07/01/14 8:17,40.7219,-74.0118,B02512
07/01/14 8:21,40.7513,-73.9762,B02512
07/01/14 8:23,40.7302,-73.9796,B02512
07/01/14 8:26,40.7411,-73.9935,B02512
07/01/14 8:27,40.7828,-73.9532,B02512
07/01/14 8:27,40.7325,-73.9969,B02512
07/01/14 8:27,40.7557,-73.9736,B02512
07/01/14 8:27,40.7557,-73.9736,B02512
07/01/14 8:30,40.7442,-73.989,B02512
07/01/14 8:30,40.7336,-73.9762,B02512
07/01/14 8:31,40.7501,-73.9911,B02512
07/01/14 8:34,40.7439,-73.989,B02512
07/01/14 8:36,40.7405,-73.9982,B02512
07/01/14 8:37,40.707,-74.0045,B02512
07/01/14 8:37,40.7252,-73.9991,B02512
07/01/14 8:39,40.7313,-74.0101,B02512
07/01/14 8:39,40.7265,-74.0068,B02512
07/01/14 8:40,40.7214,-73.9988,B02512
07/01/14 8:41,40.7715,-73.9886,B02512
07/01/14 8:42,40.8073,-74.2178,B02512
